,er,AV,Accuracy
560,h2o.gbm,TotalDefense,0.9400299850074965
561,h2o.gbm,TrendMicro,0.9280359820089955
562,h2o.gbm,TMHouseC,0.925787106446777
563,h2o.gbm,VBA32,0.929535232383808
564,h2o.gbm,VIPRE,0.921289355322339
565,h2o.gbm,ViRobot,0.9415292353823085
566,h2o.gbm,Webroot,0.933658170914543
567,h2o.gbm,Yandex,0.9254122938530736
568,h2o.gbm,ZoneAlarm,0.9272863568215894
569,h2o.gbm,eGambit,0.949775112443778
570,h2o.glm,ALYac,0.8931784107946026
571,h2o.glm,AVG,0.8541979010494756
572,h2o.glm,AVware,0.856071964017991
573,h2o.glm,Ad-Aware,0.896551724137931
574,h2o.glm,AhnLab-V3,0.8755622188905545
575,h2o.glm,Arcabit,0.871064467766117
576,h2o.glm,Avast,0.853823088455772
577,h2o.glm,Avira,0.8549475262368815
578,h2o.glm,Baidu,0.8628185907046475
579,h2o.glm,BitDefender,0.8736881559220391
580,h2o.glm,Bkav,0.835832083958021
581,h2o.glm,CATQHeal,0.857571214392804
582,h2o.glm,CMC,0.896551724137931
583,h2o.glm,ClamAV,0.8804347826086956
584,h2o.glm,Comodo,0.8598200899550225
585,h2o.glm,CrowdStrike,0.8530734632683661
586,h2o.glm,Cyren,0.8755622188905545
587,h2o.glm,DrWeb,0.8541979010494756
588,h2o.glm,ENOD32,0.85232383808096
589,h2o.glm,Emsisoft,0.861694152923538
590,h2o.glm,Endgame,0.8515742128935535
591,h2o.glm,F-Prot,0.873688155922039
592,h2o.glm,F-Secure,0.858695652173913
593,h2o.glm,Fortinet,0.8646926536731635
594,h2o.glm,GData,0.853448275862069
595,h2o.glm,Invincea,0.8515742128935535
596,h2o.glm,Jiangmin,0.8778110944527735
597,h2o.glm,K7AntiVirus,0.8425787106446776
598,h2o.glm,K7GW,0.863193403298351
599,h2o.glm,Kaspersky,0.8545727136431784
600,h2o.glm,Kingsoft,0.8613744075829385
601,h2o.glm,MAX,0.86544227886057
602,h2o.glm,McAfee,0.8530734632683654
603,h2o.glm,McAfee-GW,0.856446776611694
604,h2o.glm,MicroWorld,0.863193403298351
605,h2o.glm,Microsoft,0.8485757121439279
606,h2o.glm,NANO,0.842953523238381
607,h2o.glm,Paloalto,0.863568215892054
608,h2o.glm,Panda,0.8631934032983505
609,h2o.glm,Qihoo-360,0.8530734632683654
610,h2o.glm,Rising,0.8680659670164915
611,h2o.glm,SASpyware,0.8669415292353819
612,h2o.glm,SentinelOne,0.852698650674663
613,h2o.glm,Sophos,0.8631934032983505
614,h2o.glm,Symantec,0.85832083958021
615,h2o.glm,Tencent,0.8669415292353819
616,h2o.glm,TheHacker,0.8864948911594845
617,h2o.glm,TotalDefense,0.871064467766117
618,h2o.glm,TrendMicro,0.85832083958021
619,h2o.glm,TMHouseC,0.8313343328335829
620,h2o.glm,VBA32,0.8541979010494755
621,h2o.glm,VIPRE,0.844452773613193
622,h2o.glm,ViRobot,0.871064467766117
623,h2o.glm,Webroot,0.8766866566716645
624,h2o.glm,Yandex,0.8545727136431784
625,h2o.glm,ZoneAlarm,0.8545727136431784
626,h2o.glm,eGambit,0.8950524737631185
627,h2o.rForest,ALYac,0.935532233883059
628,h2o.rForest,AVG,0.926536731634183
629,h2o.rForest,AVware,0.9231634182908545
630,h2o.rForest,Ad-Aware,0.941904047976012
631,h2o.rForest,AhnLab-V3,0.9306596701649175
632,h2o.rForest,Arcabit,0.927286356821589
633,h2o.rForest,Avast,0.916416791604198
634,h2o.rForest,Avira,0.920539730134933
635,h2o.rForest,Baidu,0.9302848575712145
636,h2o.rForest,BitDefender,0.9254122938530736
637,h2o.rForest,Bkav,0.926911544227886
638,h2o.rForest,CATQHeal,0.934032983508246
639,h2o.rForest,CMC,0.935907046476762
640,h2o.rForest,ClamAV,0.93328335832084
641,h2o.rForest,Comodo,0.923538230884558
642,h2o.rForest,CrowdStrike,0.916791604197901
643,h2o.rForest,Cyren,0.926536731634183
644,h2o.rForest,DrWeb,0.931409295352324
645,h2o.rForest,ENOD32,0.922788605697151
646,h2o.rForest,Emsisoft,0.931409295352324
647,h2o.rForest,Endgame,0.9152923538230885
648,h2o.rForest,F-Prot,0.9351574212893554
649,h2o.rForest,F-Secure,0.928785607196402
650,h2o.rForest,Fortinet,0.9272863568215894
651,h2o.rForest,GData,0.9284107946026985
652,h2o.rForest,Invincea,0.9276611694152925
653,h2o.rForest,Jiangmin,0.936656671664168
654,h2o.rForest,K7AntiVirus,0.924287856071964
655,h2o.rForest,K7GW,0.927286356821589
656,h2o.rForest,Kaspersky,0.916791604197901
657,h2o.rForest,Kingsoft,0.9375
