,er,AV,Accuracy
218,OneR,Symantec,0.8718140929535234
219,OneR,Tencent,0.87143928035982
220,OneR,TheHacker,0.8725637181409295
221,OneR,TotalDefense,0.8793103448275861
222,OneR,TrendMicro,0.875937031484258
223,OneR,TMHouseC,0.8721889055472265
224,OneR,VBA32,0.868440779610195
225,OneR,VIPRE,0.8680659670164914
226,OneR,ViRobot,0.8811844077961015
227,OneR,Webroot,0.8770614692653675
228,OneR,Yandex,0.874062968515742
229,OneR,ZoneAlarm,0.8729385307346325
230,OneR,Zoner,0.85832083958021
231,OneR,eGambit,0.881184407796102
232,PART,ALYac,0.9362818590704649
233,PART,AVG,0.9332833583208395
